StrandDecidingMethod,Group,Sample,SamplePath,A2CEditingIndex,A2GEditingIndex,A2TEditingIndex,C2AEditingIndex,C2GEditingIndex,C2TEditingIndex
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-11,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-11_HpAligned.sortedByCoord.out.bam,0.0,0.0,0.0,0.0,0.0,0.0
RefSeqThenMMSites,Editing_Index_Unknown,20160722.A-PB-121,/mnt/vol3/BulkRnaSeq/brain/bam/20160722.A-PB-121_HpAligned.sortedByCoord.out.bam,0.00573318734872,0.246972590039,0.013239605763,0.0189121597821,0.00363124721577,0.0287113477992
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-57,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-57_HpAligned.sortedByCoord.out.bam,0.0102638482846,0.276604148678,0.0183693526193,0.020448906348,0.0080216074307,0.046192472949
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-64,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-64_HpAligned.sortedByCoord.out.bam,0.0087235863449,0.302316444653,0.0209473716558,0.0211211079864,0.00662770928229,0.0419900656795
RefSeqThenMMSites,Editing_Index_Unknown,20160722.A-PB-119,/mnt/vol3/BulkRnaSeq/brain/bam/20160722.A-PB-119_HpAligned.sortedByCoord.out.bam,0.00649149820761,0.269453316309,0.0129087840164,0.020250711219,0.00401953610846,0.0294879352157
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-26,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-26_HpAligned.sortedByCoord.out.bam,0.0101522457977,0.295199985246,0.0196945714082,0.0207916607791,0.00820913387182,0.0448574772089
RefSeqThenMMSites,Editing_Index_Unknown,20160722.A-PB-96,/mnt/vol3/BulkRnaSeq/brain/bam/20160722.A-PB-96_HpAligned.sortedByCoord.out.bam,0.0113820734324,0.333989670933,0.017841664318,0.0245839523341,0.00698722543196,0.0485353667227
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-80,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-80_HpAligned.sortedByCoord.out.bam,0.00897481142347,0.337872036302,0.0212357553678,0.0206994517697,0.00626809422513,0.042179972
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-16,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-16_HpAligned.sortedByCoord.out.bam,0.00761545625474,0.271781589998,0.0163348697644,0.0191653222752,0.00535681200746,0.0332759990359
RefSeqThenMMSites,Editing_Index_Unknown,20160722.A-PB-106,/mnt/vol3/BulkRnaSeq/brain/bam/20160722.A-PB-106_HpAligned.sortedByCoord.out.bam,0.00601387136562,0.283297415285,0.0140716640482,0.0182341437355,0.00381308670952,0.0296026580958
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-10,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-10_HpAligned.sortedByCoord.out.bam,0.0108368046733,0.29299526629,0.0199479640384,0.0232252284311,0.00806964566346,0.0480758471677
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-79,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-79_HpAligned.sortedByCoord.out.bam,0.00810546912789,0.317310858985,0.020863525129,0.0217886931691,0.00685772767583,0.0416960517588
RefSeqThenMMSites,Editing_Index_Unknown,20160722.A-PB-95,/mnt/vol3/BulkRnaSeq/brain/bam/20160722.A-PB-95_HpAligned.sortedByCoord.out.bam,0.00625331461883,0.260653048521,0.0140747549364,0.0193889695932,0.00467805979405,0.0292044373876
RefSeqThenMMSites,Editing_Index_Unknown,20160722.A-PB-102,/mnt/vol3/BulkRnaSeq/brain/bam/20160722.A-PB-102_HpAligned.sortedByCoord.out.bam,0.00675854113742,0.285418521285,0.0151333218707,0.0203552379646,0.00398324102845,0.032879825395
RefSeqThenMMSites,Editing_Index_Unknown,20160722.A-PB-128,/mnt/vol3/BulkRnaSeq/brain/bam/20160722.A-PB-128_HpAligned.sortedByCoord.out.bam,0.0078197861826,0.273613129535,0.0141155464514,0.0228510655405,0.00472757112579,0.0346956109604
RefSeqThenMMSites,Editing_Index_Unknown,20160722.A-PB-89,/mnt/vol3/BulkRnaSeq/brain/bam/20160722.A-PB-89_HpAligned.sortedByCoord.out.bam,0.00762424462076,0.276775920485,0.0149554046847,0.021161968148,0.00450257499228,0.0347330331356
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-25,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-25_HpAligned.sortedByCoord.out.bam,0.0108790657864,0.291439534426,0.0194118576684,0.0221339145053,0.00798404644849,0.0470019513616
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-59,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-59_HpAligned.sortedByCoord.out.bam,0.00992351122619,0.296989553525,0.0200371061438,0.0224973433807,0.00777179404249,0.0460707266292
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-58,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-58_HpAligned.sortedByCoord.out.bam,0.0093378180418,0.338166884647,0.0174736204051,0.0206331435476,0.00692932871948,0.0429691451891
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-62,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-62_HpAligned.sortedByCoord.out.bam,0.0101080860391,0.304292542346,0.0207453124487,0.022757520605,0.00789090147854,0.0482233256422
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-78,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-78_HpAligned.sortedByCoord.out.bam,0.0161185625224,0.326366613273,0.0266079254439,0.0274788374512,0.0126158949329,0.0684357293931
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-48,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-48_HpAligned.sortedByCoord.out.bam,0.0089637348255,0.310820384962,0.0181399940195,0.0197400703801,0.00678458343281,0.0421102564482
RefSeqThenMMSites,Editing_Index_Unknown,20160722.A-PB-123,/mnt/vol3/BulkRnaSeq/brain/bam/20160722.A-PB-123_HpAligned.sortedByCoord.out.bam,0.00720335050048,0.234685763252,0.0137679039591,0.0203617747337,0.00400646202433,0.032177560559
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-30,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-30_HpAligned.sortedByCoord.out.bam,0.0110758720504,0.299711910311,0.0171179703821,0.0217148178653,0.00799593038167,0.0459371522336
RefSeqThenMMSites,Editing_Index_Unknown,20160722.A-PB-94,/mnt/vol3/BulkRnaSeq/brain/bam/20160722.A-PB-94_HpAligned.sortedByCoord.out.bam,0.00669097087239,0.281862612369,0.0128654140229,0.0188783985861,0.00364743715881,0.0284338060916
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-46,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-46_HpAligned.sortedByCoord.out.bam,0.00892451864387,0.30355309286,0.0173793711421,0.0207083061792,0.00730299803935,0.0425067383812
RefSeqThenMMSites,Editing_Index_Unknown,20160722.A-PB-122,/mnt/vol3/BulkRnaSeq/brain/bam/20160722.A-PB-122_HpAligned.sortedByCoord.out.bam,0.00650769546234,0.257293576588,0.0127347796776,0.0185531245164,0.00396553732877,0.030949830325
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-75,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-75_HpAligned.sortedByCoord.out.bam,0.00939089614778,0.351292759837,0.0209149849581,0.0212103136014,0.00784376983967,0.0445167312296
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-74,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-74_HpAligned.sortedByCoord.out.bam,0.00920775731502,0.308068533813,0.0201921716275,0.0220332935391,0.0069885344213,0.0435891826869
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-73,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-73_HpAligned.sortedByCoord.out.bam,0.0100829606813,0.286599549033,0.0219257245083,0.0213840508348,0.00758448784854,0.0455013356461
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-31,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-31_HpAligned.sortedByCoord.out.bam,0.0087286397725,0.33054423079,0.0162121390602,0.0197533636339,0.00630861482001,0.0399941070679
RefSeqThenMMSites,Editing_Index_Unknown,20160722.A-PB-90,/mnt/vol3/BulkRnaSeq/brain/bam/20160722.A-PB-90_HpAligned.sortedByCoord.out.bam,0.00676520548209,0.270152237461,0.0147186315178,0.0176827877137,0.00433807816316,0.0325975374649
RefSeqThenMMSites,Editing_Index_Unknown,20160722.A-PB-107,/mnt/vol3/BulkRnaSeq/brain/bam/20160722.A-PB-107_HpAligned.sortedByCoord.out.bam,0.0086843313818,0.302811131642,0.0163041730835,0.0230136360044,0.00612640065204,0.0419389225109
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-27,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-27_HpAligned.sortedByCoord.out.bam,0.0106000700076,0.29786245083,0.0183849313863,0.0227974532223,0.0079295096335,0.0448617012202
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-14,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-14_HpAligned.sortedByCoord.out.bam,0.0107643570672,0.28237996059,0.0186292352924,0.0209807489717,0.00775088735618,0.04543602732
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-9,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-9_HpAligned.sortedByCoord.out.bam,0.0119510269174,0.284231198966,0.0197662365376,0.0233912724064,0.00899886069583,0.0510811796839
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-15,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-15_HpAligned.sortedByCoord.out.bam,0.010442188694,0.279266231616,0.0186217556212,0.0208586381371,0.00813847926578,0.0447087909209
RefSeqThenMMSites,Editing_Index_Unknown,20160722.A-PB-110,/mnt/vol3/BulkRnaSeq/brain/bam/20160722.A-PB-110_HpAligned.sortedByCoord.out.bam,0.008489703586,0.293148806273,0.0155312827961,0.0219390443424,0.00505095050954,0.0392745560235
RefSeqThenMMSites,Editing_Index_Unknown,20160711.A-PB-63,/mnt/vol3/BulkRnaSeq/brain/bam/20160711.A-PB-63_HpAligned.sortedByCoord.out.bam,0.00980853801594,0.361610845476,0.021453094904,0.0215368748094,0.00764287318027,0.0466797639463
