StrandDecidingMethod,Group,Sample,SamplePath,A2CEditingIndex,A2GEditingIndex,A2TEditingIndex,C2AEditingIndex,C2GEditingIndex,C2TEditingIndex
RefSeqThenMMSites,Editing_Index_Unknown,20180518.A-PB-75_muscle,/mnt/vol3/BulkRnaSeq/bam/20180518.A-PB-75_muscleAligned.sortedByCoord.out.bam,0.00546422607616,0.046597837928,0.00960815861586,0.0141605381698,0.00485326968617,0.0272603294796
RefSeqThenMMSites,Editing_Index_Unknown,20180518.A-PB-64_muscle,/mnt/vol3/BulkRnaSeq/bam/20180518.A-PB-64_muscleAligned.sortedByCoord.out.bam,0.00560349332807,0.045277431727,0.0112107639598,0.0170728938466,0.00492105851376,0.0301957925325
RefSeqThenMMSites,Editing_Index_Unknown,20180518.A-PB-66_muscle,/mnt/vol3/BulkRnaSeq/bam/20180518.A-PB-66_muscleAligned.sortedByCoord.out.bam,0.00484880543066,0.0487467819048,0.0102916136067,0.0145840778856,0.00471572406376,0.0263289211101
RefSeqThenMMSites,Editing_Index_Unknown,20180518.A-PB-55_muscle,/mnt/vol3/BulkRnaSeq/bam/20180518.A-PB-55_muscleAligned.sortedByCoord.out.bam,0.00799394769338,0.0529018914809,0.012023556837,0.015879887723,0.00569225835145,0.0332664688362
RefSeqThenMMSites,Editing_Index_Unknown,20180508.A-PB-64_blood,/mnt/vol3/BulkRnaSeq/bam/20180508.A-PB-64_bloodAligned.sortedByCoord.out.bam,0.00386022780669,0.101597748,0.00831563609622,0.0142714493639,0.00376153111068,0.0263105825716
RefSeqThenMMSites,Editing_Index_Unknown,20190821.B-PB-80_muscle,/mnt/vol3/BulkRnaSeq/bam/20190821.B-PB-80_muscleAligned.sortedByCoord.out.bam,0.00673306126568,0.0595935884439,0.00999203861292,0.0128244844208,0.00533485099721,0.0374921501496
RefSeqThenMMSites,Editing_Index_Unknown,20180508.A-PB-47_blood,/mnt/vol3/BulkRnaSeq/bam/20180508.A-PB-47_bloodAligned.sortedByCoord.out.bam,0.00333891471653,0.0482548702595,0.00854104497714,0.0135467337889,0.00381373251325,0.023601615321
RefSeqThenMMSites,Editing_Index_Unknown,20180508.A-PB-43_blood,/mnt/vol3/BulkRnaSeq/bam/20180508.A-PB-43_bloodAligned.sortedByCoord.out.bam,0.00325985560744,0.0523922797974,0.00667763460441,0.0117247733803,0.0032881707128,0.0223278818438
RefSeqThenMMSites,Editing_Index_Unknown,20180508.A-PB-78_blood,/mnt/vol3/BulkRnaSeq/bam/20180508.A-PB-78_bloodAligned.sortedByCoord.out.bam,0.00328792708454,0.0595795501319,0.00738291998195,0.0120881428087,0.0035891629494,0.0231637821766
RefSeqThenMMSites,Editing_Index_Unknown,20180518.A-PB-47_muscle,/mnt/vol3/BulkRnaSeq/bam/20180518.A-PB-47_muscleAligned.sortedByCoord.out.bam,0.00558775258251,0.0413115842861,0.0113936231736,0.0156069735174,0.00520493231283,0.0293839981995
RefSeqThenMMSites,Editing_Index_Unknown,20180518.A-PB-59_muscle,/mnt/vol3/BulkRnaSeq/bam/20180518.A-PB-59_muscleAligned.sortedByCoord.out.bam,0.00534702706966,0.0447735042506,0.0100301858443,0.0147734370878,0.00507211509412,0.0294630194979
RefSeqThenMMSites,Editing_Index_Unknown,20180508.A-PB-63_blood,/mnt/vol3/BulkRnaSeq/bam/20180508.A-PB-63_bloodAligned.sortedByCoord.out.bam,0.00362756864406,0.0376421290084,0.00731659362154,0.0137527218785,0.00381217796622,0.0242562664181
RefSeqThenMMSites,Editing_Index_Unknown,20180508.A-PB-41_blood,/mnt/vol3/BulkRnaSeq/bam/20180508.A-PB-41_bloodAligned.sortedByCoord.out.bam,0.00344550440808,0.041678208463,0.00798794189448,0.0137082711917,0.00360918647169,0.0225498580898
RefSeqThenMMSites,Editing_Index_Unknown,20180508.A-PB-55_blood,/mnt/vol3/BulkRnaSeq/bam/20180508.A-PB-55_bloodAligned.sortedByCoord.out.bam,0.00323196590701,0.0367202327733,0.00745344179192,0.0144934392329,0.00365733897704,0.0230506022469
RefSeqThenMMSites,Editing_Index_Unknown,20180508.A-PB-73_blood,/mnt/vol3/BulkRnaSeq/bam/20180508.A-PB-73_bloodAligned.sortedByCoord.out.bam,0.0037201780517,0.0690178710602,0.00809267446848,0.0145529498373,0.003945799976,0.0250706983785
RefSeqThenMMSites,Editing_Index_Unknown,20190821.B-PB-55_spleen,/mnt/vol3/BulkRnaSeq/bam/20190821.B-PB-55_spleenAligned.sortedByCoord.out.bam,0.00993302675697,0.0785366954507,0.0138494537789,0.0149210936901,0.00854061837018,0.0496561825821
RefSeqThenMMSites,Editing_Index_Unknown,20180518.A-PB-79_muscle,/mnt/vol3/BulkRnaSeq/bam/20180518.A-PB-79_muscleAligned.sortedByCoord.out.bam,0.00517109935398,0.0459709837139,0.0111795094803,0.01375588619,0.00470152158778,0.0288921080404
RefSeqThenMMSites,Editing_Index_Unknown,20190821.B-PB-70_blood,/mnt/vol3/BulkRnaSeq/bam/20190821.B-PB-70_bloodAligned.sortedByCoord.out.bam,0.00824032339782,0.129259119385,0.0118207736144,0.0143107049147,0.00615343406867,0.0409069695475
